peptideName	GO
GRMZM2G091006_P02	GO:0006281
GRMZM2G091006_P02	GO:0004518
GRMZM2G091020_P01	GO:0042254
GRMZM2G091039_P01	GO:0016020
GRMZM2G091039_P01	GO:0015018
GRMZM2G091061_P01	GO:0003824
GRMZM2G091061_P01	GO:0006470
GRMZM2G091061_P01	GO:0004722
GRMZM2G091061_P02	GO:0003824
GRMZM2G091061_P02	GO:0006470
GRMZM2G091061_P02	GO:0004722
GRMZM2G091061_P03	GO:0003824
GRMZM2G091061_P03	GO:0006470
GRMZM2G091061_P03	GO:0004722
GRMZM2G091061_P04	GO:0003824
GRMZM2G091061_P04	GO:0006470
GRMZM2G091061_P04	GO:0004722
GRMZM2G091069_P02	GO:0036459
GRMZM2G091069_P02	GO:0016579
GRMZM2G091074_P01	GO:0030170
GRMZM2G091074_P01	GO:0008483
GRMZM2G091074_P02	GO:0030170
GRMZM2G091074_P02	GO:0008483
GRMZM2G091088_P01	GO:0043531
GRMZM2G091118_P01	GO:0048046
GRMZM2G091118_P01	GO:0016762
GRMZM2G091118_P01	GO:0006073
GRMZM2G091118_P01	GO:0005618
GRMZM2G091118_P01	GO:0005975
GRMZM2G091118_P01	GO:0004553
GRMZM2G091119_P01	GO:0008565
GRMZM2G091119_P01	GO:0006606
GRMZM2G091119_P01	GO:0005737
GRMZM2G091119_P01	GO:0005634
GRMZM2G091119_P01	GO:0005515
GRMZM2G091119_P02	GO:0008565
GRMZM2G091119_P02	GO:0006606
GRMZM2G091119_P02	GO:0005737
GRMZM2G091119_P02	GO:0005634
GRMZM2G091119_P02	GO:0005515
GRMZM2G091121_P01	GO:0016192
GRMZM2G091121_P01	GO:0006886
GRMZM2G091143_P01	GO:0006355
GRMZM2G091143_P01	GO:0005634
GRMZM2G091143_P03	GO:0006355
GRMZM2G091143_P03	GO:0005634
GRMZM2G091151_P01	GO:0008270
GRMZM2G091151_P01	GO:0036459
GRMZM2G091151_P01	GO:0016579
GRMZM2G091151_P02	GO:0008270
GRMZM2G091151_P02	GO:0036459
GRMZM2G091151_P02	GO:0016579
GRMZM2G091155_P01	GO:0019904
GRMZM2G091155_P02	GO:0019904
GRMZM2G091155_P03	GO:0019904
GRMZM2G091176_P01	GO:0016758
GRMZM2G091176_P01	GO:0008152
GRMZM2G091176_P02	GO:0016758
GRMZM2G091176_P02	GO:0008152
GRMZM2G091187_P01	GO:0005524
GRMZM2G091187_P01	GO:0016831
GRMZM2G091187_P01	GO:0008299
GRMZM2G091189_P01	GO:0006457
GRMZM2G091189_P01	GO:0005737
GRMZM2G091189_P02	GO:0006457
GRMZM2G091189_P02	GO:0005737
GRMZM2G091189_P03	GO:0006457
GRMZM2G091189_P03	GO:0005737
GRMZM2G091191_P01	GO:0048046
GRMZM2G091191_P01	GO:0016762
GRMZM2G091191_P01	GO:0006073
GRMZM2G091191_P01	GO:0005618
GRMZM2G091191_P01	GO:0005975
GRMZM2G091191_P01	GO:0004553
GRMZM2G091226_P01	GO:0005515
GRMZM2G091228_P01	GO:0046938
GRMZM2G091228_P01	GO:0046872
GRMZM2G091228_P01	GO:0016756
GRMZM2G091228_P01	GO:0010038
GRMZM2G091233_P01	GO:0055114
GRMZM2G091233_P01	GO:0047134
GRMZM2G091233_P02	GO:0055114
GRMZM2G091233_P02	GO:0047134
GRMZM2G091243_P01	GO:0006468
GRMZM2G091243_P01	GO:0005524
GRMZM2G091243_P01	GO:0004672
GRMZM2G091243_P02	GO:0006468
GRMZM2G091243_P02	GO:0005524
GRMZM2G091243_P02	GO:0004672
GRMZM2G091247_P01	GO:0009086
GRMZM2G091247_P01	GO:0008270
GRMZM2G091247_P01	GO:0003871
GRMZM2G091265_P01	GO:0005515
GRMZM2G091265_P01	GO:0003682
GRMZM2G091265_P02	GO:0003682
GRMZM2G091265_P03	GO:0003682
GRMZM2G091265_P04	GO:0003682
GRMZM2G091265_P05	GO:0005515
GRMZM2G091265_P05	GO:0003682
GRMZM2G091265_P06	GO:0003682
GRMZM2G091276_P01	GO:0080123
GRMZM2G091276_P01	GO:0009864
GRMZM2G091276_P01	GO:0009694
GRMZM2G091276_P01	GO:0009611
GRMZM2G091276_P02	GO:0080123
GRMZM2G091276_P02	GO:0009864
GRMZM2G091276_P02	GO:0009694
GRMZM2G091276_P02	GO:0009611
GRMZM2G091278_P01	GO:0016020
GRMZM2G091278_P01	GO:0008375
GRMZM2G091293_P01	GO:0005515
GRMZM2G091302_P01	GO:0055114
GRMZM2G091302_P01	GO:0016491
GRMZM2G091302_P01	GO:0008270
GRMZM2G091302_P02	GO:0055114
GRMZM2G091302_P02	GO:0016491
GRMZM2G091302_P02	GO:0008270
GRMZM2G091302_P03	GO:0055114
GRMZM2G091302_P03	GO:0016491
GRMZM2G091302_P03	GO:0008270
GRMZM2G091303_P01	GO:0048046
GRMZM2G091303_P01	GO:0016762
GRMZM2G091303_P01	GO:0006073
GRMZM2G091303_P01	GO:0005618
GRMZM2G091303_P01	GO:0005975
GRMZM2G091303_P01	GO:0004553
GRMZM2G091331_P01	GO:0043565
GRMZM2G091331_P01	GO:0006355
GRMZM2G091331_P01	GO:0003700
GRMZM2G091331_P02	GO:0043565
GRMZM2G091331_P02	GO:0006355
GRMZM2G091331_P02	GO:0003700
GRMZM2G091338_P01	GO:0006468
GRMZM2G091338_P01	GO:0005524
GRMZM2G091338_P01	GO:0004672
GRMZM2G091338_P02	GO:0006468
GRMZM2G091338_P02	GO:0005524
GRMZM2G091338_P02	GO:0004672
GRMZM2G091358_P01	GO:0006468
GRMZM2G091358_P01	GO:0005524
GRMZM2G091358_P01	GO:0004672
GRMZM2G091383_P01	GO:0006412
GRMZM2G091383_P01	GO:0005840
GRMZM2G091383_P01	GO:0005622
GRMZM2G091383_P01	GO:0003735
GRMZM2G091397_P02	GO:0016787
GRMZM2G091397_P02	GO:0008152
GRMZM2G091449_P01	GO:0005634
GRMZM2G091449_P01	GO:0003676
GRMZM2G091456_P01	GO:0071949
GRMZM2G091456_P02	GO:0071949
GRMZM2G091478_P01	GO:0016887
GRMZM2G091478_P01	GO:0005524
GRMZM2G091478_P01	GO:0016021
GRMZM2G091478_P01	GO:0006810
GRMZM2G091478_P01	GO:0005215
GRMZM2G091481_P01	GO:0009306
GRMZM2G091481_P01	GO:0005788
GRMZM2G091481_P01	GO:0045454
GRMZM2G091481_P02	GO:0009306
GRMZM2G091481_P02	GO:0005788
GRMZM2G091490_P01	GO:0006355
GRMZM2G091490_P01	GO:0003677
GRMZM2G091503_P01	GO:0005525
GRMZM2G091503_P04	GO:0005525
GRMZM2G091503_P05	GO:0005525
GRMZM2G091519_P01	GO:0015940
GRMZM2G091519_P01	GO:0003864
GRMZM2G091527_P01	GO:0007275
GRMZM2G091527_P01	GO:0006355
GRMZM2G091527_P01	GO:0003700
GRMZM2G091540_P01	GO:0016787
GRMZM2G091540_P01	GO:0008152
GRMZM2G091541_P01	GO:0016192
GRMZM2G091541_P02	GO:0016192
GRMZM2G091541_P03	GO:0016192
GRMZM2G091541_P04	GO:0016192
GRMZM2G091541_P05	GO:0016192
GRMZM2G091543_P01	GO:0060236
GRMZM2G091543_P01	GO:0032147
GRMZM2G091543_P01	GO:0005874
GRMZM2G091543_P01	GO:0005819
GRMZM2G091543_P02	GO:0060236
GRMZM2G091543_P02	GO:0032147
GRMZM2G091543_P02	GO:0005874
GRMZM2G091543_P02	GO:0005819
GRMZM2G091558_P01	GO:0016021
GRMZM2G091558_P01	GO:0008233
GRMZM2G091558_P01	GO:0006465
GRMZM2G091558_P01	GO:0005787
GRMZM2G091558_P02	GO:0016021
GRMZM2G091558_P02	GO:0008233
GRMZM2G091558_P02	GO:0006465
GRMZM2G091558_P02	GO:0005787
GRMZM2G091558_P04	GO:0016021
GRMZM2G091558_P04	GO:0008233
GRMZM2G091558_P04	GO:0006465
GRMZM2G091558_P04	GO:0005787
GRMZM2G091560_P01	GO:0016884
GRMZM2G091560_P01	GO:0016874
GRMZM2G091560_P02	GO:0016874
GRMZM2G091560_P02	GO:0016884
GRMZM2G091578_P01	GO:0006508
GRMZM2G091578_P01	GO:0004252
GRMZM2G091581_P01	GO:0016757
GRMZM2G091581_P01	GO:0006486
GRMZM2G091581_P02	GO:0016757
GRMZM2G091581_P02	GO:0006486
GRMZM2G091586_P01	GO:0008270
GRMZM2G091586_P01	GO:0006355
GRMZM2G091586_P01	GO:0006352
GRMZM2G091586_P02	GO:0017025
GRMZM2G091586_P02	GO:0008270
GRMZM2G091586_P02	GO:0006355
GRMZM2G091586_P02	GO:0006352
GRMZM2G091586_P03	GO:0017025
GRMZM2G091586_P03	GO:0008270
GRMZM2G091586_P03	GO:0006355
GRMZM2G091586_P03	GO:0006352
GRMZM2G091586_P04	GO:0008270
GRMZM2G091586_P04	GO:0006355
GRMZM2G091586_P04	GO:0006352
GRMZM2G091588_P01	GO:0055114
GRMZM2G091588_P01	GO:0020037
GRMZM2G091588_P01	GO:0016705
GRMZM2G091588_P01	GO:0005506
GRMZM2G091595_P03	GO:0048478
GRMZM2G091595_P03	GO:0007049
GRMZM2G091595_P03	GO:0006974
GRMZM2G091595_P03	GO:0005634
GRMZM2G091601_P01	GO:0016779
GRMZM2G091601_P01	GO:0009058
GRMZM2G091621_P01	GO:0006468
GRMZM2G091621_P01	GO:0004672
GRMZM2G091632_P01	GO:0006468
GRMZM2G091632_P01	GO:0004672
GRMZM2G091632_P02	GO:0006468
GRMZM2G091632_P02	GO:0004672
GRMZM2G091632_P03	GO:0006468
GRMZM2G091632_P03	GO:0004672
GRMZM2G091643_P01	GO:0008152
GRMZM2G091643_P01	GO:0003824
GRMZM2G091643_P02	GO:0008152
GRMZM2G091643_P02	GO:0003824
GRMZM2G091643_P03	GO:0008152
GRMZM2G091643_P03	GO:0003824
GRMZM2G091652_P01	GO:0005524
GRMZM2G091652_P01	GO:0003676
GRMZM2G091672_P01	GO:0043531
GRMZM2G091679_P01	GO:0008168
GRMZM2G091679_P01	GO:0008152
GRMZM2G091696_P01	GO:0043531
GRMZM2G091697_P01	GO:0006412
GRMZM2G091697_P01	GO:0005840
GRMZM2G091697_P01	GO:0005622
GRMZM2G091697_P01	GO:0003735
GRMZM2G091774_P01	GO:0046983
GRMZM2G091774_P01	GO:0008171
GRMZM2G091776_P01	GO:0055114
GRMZM2G091776_P01	GO:0020037
GRMZM2G091776_P01	GO:0016705
GRMZM2G091776_P01	GO:0005506
GRMZM2G091782_P01	GO:0016788
GRMZM2G091811_P01	GO:0051082
GRMZM2G091811_P01	GO:0031072
GRMZM2G091819_P01	GO:0055114
GRMZM2G091819_P01	GO:0050661
GRMZM2G091819_P01	GO:0050660
GRMZM2G091819_P01	GO:0004499
GRMZM2G091822_P01	GO:0055114
GRMZM2G091822_P01	GO:0020037
GRMZM2G091822_P01	GO:0016705
GRMZM2G091822_P01	GO:0005506
GRMZM2G091891_P01	GO:0071705
GRMZM2G091891_P01	GO:0016021
GRMZM2G091891_P02	GO:0071705
GRMZM2G091891_P02	GO:0016021
GRMZM2G091916_P01	GO:0005515
GRMZM2G091919_P01	GO:0006468
GRMZM2G091919_P01	GO:0005524
GRMZM2G091919_P01	GO:0004672
GRMZM2G091921_P01	GO:0015934
GRMZM2G091921_P01	GO:0006412
GRMZM2G091921_P01	GO:0003735
GRMZM2G091921_P02	GO:0015934
GRMZM2G091921_P02	GO:0006412
GRMZM2G091921_P02	GO:0003735
GRMZM2G091956_P01	GO:0006629
GRMZM2G091964_P01	GO:0006355
GRMZM2G091964_P01	GO:0003700
GRMZM2G091964_P02	GO:0006355
GRMZM2G091964_P02	GO:0003700
GRMZM2G091964_P03	GO:0006355
GRMZM2G091964_P03	GO:0003700
GRMZM2G091995_P01	GO:0003676
GRMZM2G091995_P01	GO:0006810
GRMZM2G091995_P01	GO:0005622
GRMZM2G091995_P02	GO:0003676
GRMZM2G091995_P02	GO:0006810
GRMZM2G091995_P02	GO:0005622
GRMZM2G091995_P03	GO:0006810
GRMZM2G091995_P03	GO:0005622
GRMZM2G092000_P01	GO:0000123
GRMZM2G092008_P01	GO:0009910
GRMZM2G092008_P01	GO:0003712
GRMZM2G092008_P02	GO:0009910
GRMZM2G092008_P02	GO:0003712
GRMZM2G092018_P01	GO:0009058
GRMZM2G092018_P01	GO:0003824
GRMZM2G092018_P02	GO:0009058
GRMZM2G092018_P02	GO:0003824
GRMZM2G092072_P01	GO:0006457
GRMZM2G092072_P01	GO:0003755
GRMZM2G092072_P01	GO:0000413
GRMZM2G092091_P01	GO:0046983
GRMZM2G092091_P02	GO:0046983
GRMZM2G092101_P01	GO:0005515
GRMZM2G092101_P02	GO:0005515
GRMZM2G092112_P01	GO:0006914
GRMZM2G092120_P01	GO:0008168
GRMZM2G092120_P02	GO:0008168
GRMZM2G092125_P01	GO:0016020
GRMZM2G092125_P01	GO:0006810
GRMZM2G092125_P01	GO:0005215
GRMZM2G092125_P02	GO:0016020
GRMZM2G092125_P02	GO:0006810
GRMZM2G092125_P02	GO:0005215
GRMZM2G092128_P01	GO:0016567
GRMZM2G092128_P01	GO:0004842
GRMZM2G092129_P01	GO:0005515
GRMZM2G092129_P01	GO:0006950
GRMZM2G092129_P01	GO:0006355
GRMZM2G092129_P02	GO:0005515
GRMZM2G092129_P02	GO:0006950
GRMZM2G092129_P02	GO:0006355
GRMZM2G092131_P01	GO:0005515
GRMZM2G092137_P01	GO:0043565
GRMZM2G092137_P01	GO:0006355
GRMZM2G092137_P01	GO:0003700
GRMZM2G092165_P01	GO:0006413
GRMZM2G092165_P01	GO:0003743
GRMZM2G092165_P01	GO:0003723
GRMZM2G092174_P01	GO:0007165
GRMZM2G092174_P01	GO:0000155
GRMZM2G092174_P01	GO:0005515
GRMZM2G092174_P01	GO:0006355
GRMZM2G092174_P01	GO:0018298
GRMZM2G092174_P01	GO:0009584
GRMZM2G092232_P01	GO:0008017
GRMZM2G092232_P01	GO:0007018
GRMZM2G092232_P01	GO:0005524
GRMZM2G092232_P01	GO:0003777
GRMZM2G092232_P01	GO:0005871
GRMZM2G092232_P02	GO:0008017
GRMZM2G092232_P02	GO:0007018
GRMZM2G092232_P02	GO:0005524
GRMZM2G092232_P02	GO:0003777
GRMZM2G092232_P02	GO:0005871
GRMZM2G092232_P03	GO:0008017
GRMZM2G092232_P03	GO:0007018
GRMZM2G092232_P03	GO:0005524
GRMZM2G092232_P03	GO:0003777
GRMZM2G092232_P03	GO:0005871
GRMZM2G092232_P04	GO:0007018
GRMZM2G092232_P04	GO:0005871
GRMZM2G092232_P04	GO:0003777
GRMZM2G092244_P01	GO:0008270
GRMZM2G092244_P01	GO:0005515
GRMZM2G092244_P02	GO:0008270
GRMZM2G092244_P02	GO:0005515
GRMZM2G092244_P03	GO:0008270
GRMZM2G092244_P03	GO:0005515
GRMZM2G092296_P01	GO:0006412
GRMZM2G092296_P01	GO:0005840
GRMZM2G092296_P01	GO:0003735
GRMZM2G092296_P02	GO:0006412
GRMZM2G092296_P02	GO:0005840
GRMZM2G092296_P02	GO:0003735
GRMZM2G092311_P01	GO:0016020
GRMZM2G092311_P01	GO:0009765
GRMZM2G092311_P02	GO:0016020
GRMZM2G092311_P02	GO:0009765
GRMZM2G092311_P03	GO:0016020
GRMZM2G092311_P03	GO:0009765
GRMZM2G092327_P01	GO:0005524
GRMZM2G092327_P01	GO:0003676
GRMZM2G092327_P02	GO:0005524
GRMZM2G092327_P02	GO:0003676
GRMZM2G092327_P03	GO:0005524
GRMZM2G092327_P03	GO:0003676
GRMZM2G092338_P01	GO:0009055
GRMZM2G092341_P01	GO:0006468
GRMZM2G092341_P01	GO:0005524
GRMZM2G092341_P01	GO:0004672
GRMZM2G092363_P01	GO:0005515
GRMZM2G092365_P01	GO:0006744
GRMZM2G092365_P02	GO:0006744
GRMZM2G092365_P03	GO:0006744
GRMZM2G092379_P01	GO:0005515
GRMZM2G092379_P01	GO:0008236
GRMZM2G092379_P01	GO:0006508
GRMZM2G092379_P02	GO:0005515
GRMZM2G092379_P02	GO:0008236
GRMZM2G092379_P02	GO:0006508
GRMZM2G092379_P03	GO:0005515
GRMZM2G092379_P03	GO:0008236
GRMZM2G092379_P03	GO:0006508
GRMZM2G092391_P01	GO:0016020
GRMZM2G092391_P01	GO:0015171
GRMZM2G092391_P01	GO:0003333
GRMZM2G092427_P01	GO:0016020
GRMZM2G092427_P01	GO:0009765
GRMZM2G092427_P02	GO:0016020
GRMZM2G092427_P02	GO:0009765
GRMZM2G092427_P03	GO:0016020
GRMZM2G092427_P03	GO:0009765
GRMZM2G092432_P01	GO:0016597
GRMZM2G092432_P01	GO:0008152
GRMZM2G092433_P01	GO:0016020
GRMZM2G092433_P01	GO:0015171
GRMZM2G092433_P01	GO:0003333
GRMZM2G092447_P01	GO:0005515
GRMZM2G092447_P01	GO:0008270
GRMZM2G092451_P01	GO:0006265
GRMZM2G092451_P01	GO:0003918
GRMZM2G092451_P01	GO:0003677
GRMZM2G092451_P01	GO:0005694
GRMZM2G092451_P01	GO:0003917
GRMZM2G092451_P02	GO:0006265
GRMZM2G092451_P02	GO:0005694
GRMZM2G092451_P02	GO:0003917
GRMZM2G092451_P02	GO:0003677
GRMZM2G092451_P02	GO:0003918
GRMZM2G092456_P01	GO:0016021
GRMZM2G092456_P01	GO:0006952
GRMZM2G092459_P01	GO:0034314
GRMZM2G092459_P01	GO:0007015
GRMZM2G092459_P01	GO:0005885
GRMZM2G092459_P01	GO:0005524
GRMZM2G092459_P02	GO:0034314
GRMZM2G092459_P02	GO:0007015
GRMZM2G092459_P02	GO:0005885
GRMZM2G092459_P02	GO:0005524
GRMZM2G092459_P03	GO:0034314
GRMZM2G092459_P03	GO:0007015
GRMZM2G092459_P03	GO:0005885
GRMZM2G092459_P03	GO:0005524
GRMZM2G092465_P01	GO:0006355
GRMZM2G092465_P01	GO:0003677
GRMZM2G092465_P03	GO:0006355
GRMZM2G092465_P03	GO:0003677
GRMZM2G092468_P01	GO:0007034
GRMZM2G092468_P02	GO:0007034
GRMZM2G092475_P02	GO:0016020
GRMZM2G092533_P01	GO:0046872
GRMZM2G092533_P01	GO:0000166
GRMZM2G092533_P01	GO:0016226
GRMZM2G092533_P01	GO:0016021
GRMZM2G092533_P01	GO:0015914
GRMZM2G092533_P01	GO:0005524
GRMZM2G092533_P01	GO:0004012
GRMZM2G092533_P01	GO:0000287
GRMZM2G092535_P01	GO:0006397
GRMZM2G092550_P01	GO:0016567
GRMZM2G092550_P01	GO:0004842
GRMZM2G092550_P01	GO:0006468
GRMZM2G092550_P01	GO:0005524
GRMZM2G092550_P01	GO:0004672
GRMZM2G092568_P01	GO:0016772
GRMZM2G092568_P01	GO:0006388
GRMZM2G092568_P02	GO:0016772
GRMZM2G092568_P02	GO:0006388
GRMZM2G092571_P01	GO:0008270
GRMZM2G092571_P02	GO:0008270
GRMZM2G092571_P03	GO:0008270
GRMZM2G092571_P04	GO:0008270
GRMZM2G092581_P01	GO:0046872
GRMZM2G092581_P01	GO:0030001
GRMZM2G092581_P02	GO:0046872
GRMZM2G092581_P02	GO:0030001
GRMZM2G092581_P03	GO:0046872
GRMZM2G092581_P03	GO:0030001
GRMZM2G092581_P06	GO:0046872
GRMZM2G092581_P06	GO:0030001
GRMZM2G092581_P07	GO:0046872
GRMZM2G092581_P07	GO:0030001
GRMZM2G092581_P08	GO:0046872
GRMZM2G092581_P08	GO:0030001
GRMZM2G092581_P09	GO:0046872
GRMZM2G092581_P09	GO:0030001
GRMZM2G092586_P01	GO:0032012
GRMZM2G092586_P01	GO:0005086
GRMZM2G092590_P01	GO:0030247
GRMZM2G092595_P01	GO:0046488
GRMZM2G092595_P01	GO:0016307
GRMZM2G092595_P01	GO:0005524
GRMZM2G092604_P01	GO:0005515
GRMZM2G092604_P01	GO:0006468
GRMZM2G092604_P01	GO:0005524
GRMZM2G092604_P01	GO:0004672
GRMZM2G092616_P01	GO:0046872
GRMZM2G092621_P01	GO:0016853
GRMZM2G092621_P01	GO:0005975
GRMZM2G092652_P01	GO:0016567
GRMZM2G092652_P01	GO:0004842
GRMZM2G092652_P01	GO:0005515
GRMZM2G092663_P01	GO:0006412
GRMZM2G092663_P01	GO:0005840
GRMZM2G092663_P01	GO:0003735
GRMZM2G092663_P01	GO:0003723
GRMZM2G092663_P02	GO:0006412
GRMZM2G092663_P02	GO:0005840
GRMZM2G092663_P02	GO:0003735
GRMZM2G092663_P02	GO:0003723
GRMZM2G092672_P01	GO:0005515
GRMZM2G092672_P02	GO:0005515
GRMZM2G092694_P01	GO:0043565
GRMZM2G092694_P01	GO:0006355
GRMZM2G092694_P01	GO:0003700
GRMZM2G092718_P01	GO:0046872
GRMZM2G092718_P01	GO:0030001
GRMZM2G092719_P01	GO:0006412
GRMZM2G092719_P01	GO:0005840
GRMZM2G092719_P01	GO:0005622
GRMZM2G092719_P01	GO:0003735
GRMZM2G092719_P01	GO:0015935
GRMZM2G092723_P02	GO:0005515
GRMZM2G092741_P01	GO:0030131
GRMZM2G092741_P01	GO:0016192
GRMZM2G092741_P01	GO:0006886
GRMZM2G092741_P02	GO:0030131
GRMZM2G092741_P02	GO:0016192
GRMZM2G092741_P02	GO:0006886
GRMZM2G092746_P01	GO:0005975
GRMZM2G092746_P01	GO:0004650
GRMZM2G092749_P01	GO:0005089
GRMZM2G092749_P02	GO:0005089
GRMZM2G092749_P03	GO:0005089
GRMZM2G092749_P05	GO:0005089
GRMZM2G092749_P06	GO:0005089
GRMZM2G092759_P01	GO:0005515
GRMZM2G092759_P02	GO:0005515
GRMZM2G092759_P03	GO:0005515
GRMZM2G092776_P01	GO:0006468
GRMZM2G092776_P01	GO:0005524
GRMZM2G092776_P01	GO:0004672
GRMZM2G092776_P02	GO:0006468
GRMZM2G092776_P02	GO:0005524
GRMZM2G092776_P02	GO:0004672
GRMZM2G092776_P03	GO:0006468
GRMZM2G092776_P03	GO:0005524
GRMZM2G092776_P03	GO:0004672
GRMZM2G092776_P04	GO:0006468
GRMZM2G092776_P04	GO:0005524
GRMZM2G092776_P04	GO:0004672
GRMZM2G092776_P05	GO:0006468
GRMZM2G092776_P05	GO:0005524
GRMZM2G092776_P05	GO:0004672
GRMZM2G092776_P06	GO:0006468
GRMZM2G092776_P06	GO:0005524
GRMZM2G092776_P06	GO:0004672
GRMZM2G092776_P07	GO:0006468
GRMZM2G092776_P07	GO:0005524
GRMZM2G092776_P07	GO:0004672
GRMZM2G092776_P08	GO:0006468
GRMZM2G092776_P08	GO:0005524
GRMZM2G092776_P08	GO:0004672
GRMZM2G092780_P01	GO:0016020
GRMZM2G092780_P01	GO:0006817
GRMZM2G092780_P01	GO:0005315
GRMZM2G092793_P01	GO:0055085
GRMZM2G092793_P01	GO:0016021
GRMZM2G092793_P02	GO:0055085
GRMZM2G092793_P02	GO:0016021
GRMZM2G092813_P01	GO:0008152
GRMZM2G092813_P01	GO:0003824
GRMZM2G092817_P01	GO:0016491
GRMZM2G092817_P01	GO:0008198
GRMZM2G092817_P01	GO:0006725
GRMZM2G092823_P01	GO:0055114
GRMZM2G092823_P01	GO:0020037
GRMZM2G092823_P01	GO:0016705
GRMZM2G092823_P01	GO:0005506
GRMZM2G092867_P01	GO:0046872
GRMZM2G092867_P01	GO:0030001
GRMZM2G092888_P01	GO:0003824
GRMZM2G092888_P01	GO:0006470
GRMZM2G092888_P01	GO:0004722
GRMZM2G092913_P01	GO:0006355
GRMZM2G092913_P01	GO:0003700
GRMZM2G092916_P01	GO:0006352
GRMZM2G092916_P01	GO:0003677
GRMZM2G092923_P01	GO:0019205
GRMZM2G092923_P01	GO:0006139
GRMZM2G092923_P01	GO:0005524
GRMZM2G092923_P02	GO:0019205
GRMZM2G092923_P02	GO:0006139
GRMZM2G092923_P02	GO:0005524
GRMZM2G092923_P03	GO:0019205
GRMZM2G092923_P03	GO:0006139
GRMZM2G092923_P03	GO:0005524
GRMZM2G092975_P01	GO:0051603
GRMZM2G092975_P01	GO:0005839
GRMZM2G092975_P01	GO:0004298
GRMZM2G092991_P01	GO:0016021
GRMZM2G092991_P01	GO:0015693
GRMZM2G092991_P01	GO:0015095
GRMZM2G092991_P02	GO:0016021
GRMZM2G092991_P02	GO:0015693
GRMZM2G092991_P02	GO:0015095
GRMZM2G092991_P03	GO:0016021
GRMZM2G092991_P03	GO:0015693
GRMZM2G092991_P03	GO:0015095
GRMZM2G092991_P04	GO:0016021
GRMZM2G092991_P04	GO:0015693
GRMZM2G092991_P04	GO:0015095
GRMZM2G092991_P05	GO:0016021
GRMZM2G092991_P05	GO:0015693
GRMZM2G092991_P05	GO:0015095
GRMZM2G093020_P02	GO:0043565
GRMZM2G093020_P02	GO:0006355
GRMZM2G093020_P02	GO:0003700
GRMZM2G093022_P01	GO:0008270
GRMZM2G093032_P01	GO:0008233
GRMZM2G093032_P01	GO:0006508
GRMZM2G093050_P01	GO:0005515
GRMZM2G093050_P02	GO:0005515
GRMZM2G093050_P03	GO:0005515
GRMZM2G093065_P01	GO:0035091
GRMZM2G093072_P01	GO:0030247
GRMZM2G093072_P01	GO:0006468
GRMZM2G093072_P01	GO:0005524
GRMZM2G093072_P01	GO:0004672
GRMZM2G093079_P01	GO:0005515
GRMZM2G093090_P01	GO:0016020
GRMZM2G093090_P01	GO:0006810
GRMZM2G093090_P01	GO:0005215
GRMZM2G093092_P01	GO:0046983
GRMZM2G093092_P01	GO:0008171
GRMZM2G093101_P01	GO:0016787
GRMZM2G093101_P02	GO:0016787
GRMZM2G093119_P01	GO:0000228
GRMZM2G093119_P01	GO:0005515
GRMZM2G093119_P02	GO:0000228
GRMZM2G093119_P02	GO:0005515
GRMZM2G093119_P03	GO:0005515
GRMZM2G093121_P01	GO:0045735
GRMZM2G093125_P01	GO:0030170
GRMZM2G093125_P01	GO:0019752
GRMZM2G093125_P01	GO:0016831
GRMZM2G093146_P01	GO:0016765
GRMZM2G093157_P01	GO:0005634
GRMZM2G093157_P02	GO:0005634
GRMZM2G093157_P03	GO:0005634
GRMZM2G093157_P04	GO:0005634
GRMZM2G093173_P01	GO:0016021
GRMZM2G093173_P01	GO:0016020
GRMZM2G093173_P01	GO:0022857
GRMZM2G093175_P01	GO:0006529
GRMZM2G093175_P01	GO:0004066
GRMZM2G093175_P02	GO:0006529
GRMZM2G093175_P02	GO:0004066
GRMZM2G093186_P01	GO:0005525
GRMZM2G093195_P01	GO:0055114
GRMZM2G093195_P01	GO:0020037
GRMZM2G093195_P01	GO:0016705
GRMZM2G093195_P01	GO:0005506
GRMZM2G093197_P01	GO:0033014
GRMZM2G093197_P01	GO:0004852
GRMZM2G093210_P01	GO:0006468
GRMZM2G093210_P01	GO:0005524
GRMZM2G093210_P01	GO:0004672
GRMZM2G093210_P01	GO:0030246
GRMZM2G093217_P01	GO:0005524
GRMZM2G093217_P02	GO:0005524
GRMZM2G093239_P01	GO:0005515
GRMZM2G093239_P03	GO:0005515
GRMZM2G093239_P04	GO:0005515
GRMZM2G093246_P01	GO:0006468
GRMZM2G093246_P01	GO:0005524
GRMZM2G093246_P01	GO:0004672
GRMZM2G093246_P01	GO:0030246
GRMZM2G093254_P01	GO:0016021
GRMZM2G093254_P02	GO:0016021
GRMZM2G093254_P03	GO:0016021
GRMZM2G093272_P01	GO:0006950
GRMZM2G093272_P02	GO:0006950
GRMZM2G093276_P01	GO:0055085
GRMZM2G093276_P01	GO:0046873
GRMZM2G093276_P01	GO:0030001
GRMZM2G093276_P01	GO:0016020
GRMZM2G093278_P01	GO:0016021
GRMZM2G093278_P01	GO:0008963
GRMZM2G093278_P02	GO:0016021
GRMZM2G093278_P02	GO:0008963
GRMZM2G093286_P01	GO:0055114
GRMZM2G093286_P01	GO:0020037
GRMZM2G093286_P01	GO:0016705
GRMZM2G093286_P01	GO:0005506
