peptideName	Pfam
GRMZM2G111319_P04	PF01633
GRMZM2G111324_P01	PF07983
GRMZM2G111324_P01	PF00332
GRMZM2G111324_P02	PF07983
GRMZM2G111324_P02	PF00332
GRMZM2G111344_P01	PF00201
GRMZM2G111354_P01	PF03106
GRMZM2G111355_P01	PF00637
GRMZM2G111355_P02	PF00071
GRMZM2G111355_P02	PF04129
GRMZM2G111355_P02	PF00637
GRMZM2G111390_P01	PF08555
GRMZM2G111394_P01	PF07816
GRMZM2G111407_P01	PF13409
GRMZM2G111411_P01	PF00638
GRMZM2G111411_P02	PF00638
GRMZM2G111415_P01	PF00847
GRMZM2G111421_P01	PF00135
GRMZM2G111423_P01	PF13813
GRMZM2G111425_P01	PF14008
GRMZM2G111425_P01	PF16656
GRMZM2G111425_P01	PF00149
GRMZM2G111428_P01	PF02485
GRMZM2G111436_P01	PF01612
GRMZM2G111441_P01	PF00076
GRMZM2G111451_P02	PF10512
GRMZM2G111455_P01	PF13812
GRMZM2G111455_P01	PF01535
GRMZM2G111462_P01	PF00005
GRMZM2G111462_P01	PF00664
GRMZM2G111472_P01	PF03364
GRMZM2G111475_P01	PF00012
GRMZM2G111475_P02	PF00012
GRMZM2G111477_P01	PF00118
GRMZM2G111477_P02	PF00118
GRMZM2G111491_P01	PF02985
GRMZM2G111491_P01	PF00400
GRMZM2G111491_P01	PF00069
GRMZM2G111510_P01	PF00645
GRMZM2G111510_P01	PF08645
GRMZM2G111511_P01	PF00005
GRMZM2G111511_P02	PF00005
GRMZM2G111511_P03	PF00005
GRMZM2G111511_P04	PF00005
GRMZM2G111511_P05	PF00005
GRMZM2G111521_P01	PF12695
GRMZM2G111521_P02	PF12695
GRMZM2G111529_P01	PF02364
GRMZM2G111533_P01	PF05184
GRMZM2G111533_P02	PF05184
GRMZM2G111533_P02	PF03489
GRMZM2G111533_P03	PF05184
GRMZM2G111533_P04	PF05184
GRMZM2G111533_P05	PF03489
GRMZM2G111533_P05	PF05184
GRMZM2G111533_P06	PF03489
GRMZM2G111533_P06	PF05184
GRMZM2G111537_P01	PF00582
GRMZM2G111566_P01	PF00227
GRMZM2G111579_P01	PF04107
GRMZM2G111593_P01	PF13418
GRMZM2G111593_P01	PF13415
GRMZM2G111593_P02	PF13418
GRMZM2G111593_P02	PF13415
GRMZM2G111593_P03	PF13418
GRMZM2G111593_P03	PF13415
GRMZM2G111593_P04	PF13418
GRMZM2G111593_P04	PF13415
GRMZM2G111602_P01	PF00694
GRMZM2G111608_P01	PF00481
GRMZM2G111609_P01	PF00295
GRMZM2G111611_P01	PF12352
GRMZM2G111611_P01	PF05008
GRMZM2G111614_P01	PF13920
GRMZM2G111614_P01	PF04757
GRMZM2G111614_P02	PF13920
GRMZM2G111614_P02	PF04757
GRMZM2G111614_P03	PF04757
GRMZM2G111616_P01	PF02826
GRMZM2G111622_P01	PF12678
GRMZM2G111637_P01	PF12095
GRMZM2G111642_P01	PF13632
GRMZM2G111642_P01	PF14569
GRMZM2G111642_P02	PF14569
GRMZM2G111642_P02	PF03552
GRMZM2G111642_P03	PF14569
GRMZM2G111642_P03	PF03552
GRMZM2G111642_P04	PF14570
GRMZM2G111657_P01	PF03081
GRMZM2G111657_P02	PF03081
GRMZM2G111672_P01	PF03909
GRMZM2G111672_P02	PF03909
GRMZM2G111677_P01	PF08541
GRMZM2G111679_P01	PF03168
GRMZM2G111697_P01	PF01842
GRMZM2G111710_P01	PF00657
GRMZM2G111711_P01	PF03106
GRMZM2G111713_P01	PF04280
GRMZM2G111713_P02	PF04280
GRMZM2G111720_P01	PF04859
GRMZM2G111720_P02	PF04859
GRMZM2G111731_P01	PF00249
GRMZM2G111737_P01	PF17047
GRMZM2G111737_P01	PF00168
GRMZM2G111756_P01	PF00574
GRMZM2G111760_P01	PF13837
GRMZM2G111770_P01	PF02365
GRMZM2G111780_P01	PF12854
GRMZM2G111780_P01	PF14432
GRMZM2G111780_P01	PF13041
GRMZM2G111782_P02	PF03081
GRMZM2G111782_P04	PF03081
GRMZM2G111809_P04	PF04146
GRMZM2G111818_P01	PF16191
GRMZM2G111818_P01	PF09358
GRMZM2G111818_P01	PF16190
GRMZM2G111818_P01	PF10585
GRMZM2G111818_P01	PF00899
GRMZM2G111818_P02	PF16191
GRMZM2G111818_P02	PF16190
GRMZM2G111818_P02	PF10585
GRMZM2G111818_P02	PF00899
GRMZM2G111818_P03	PF16191
GRMZM2G111818_P03	PF16190
GRMZM2G111818_P03	PF10585
GRMZM2G111818_P03	PF00899
GRMZM2G111818_P04	PF16191
GRMZM2G111818_P04	PF09358
GRMZM2G111818_P04	PF16190
GRMZM2G111818_P04	PF10585
GRMZM2G111818_P04	PF00899
GRMZM2G111818_P05	PF16191
GRMZM2G111818_P05	PF16190
GRMZM2G111818_P05	PF10585
GRMZM2G111818_P05	PF00899
GRMZM2G111846_P01	PF07539
GRMZM2G111846_P02	PF07539
GRMZM2G111846_P03	PF07539
GRMZM2G111872_P01	PF00403
GRMZM2G111886_P01	PF03096
GRMZM2G111886_P02	PF03096
GRMZM2G111886_P03	PF00561
GRMZM2G111886_P04	PF03096
GRMZM2G111886_P05	PF00561
GRMZM2G111903_P01	PF00664
GRMZM2G111903_P01	PF00005
GRMZM2G111903_P02	PF00664
GRMZM2G111903_P02	PF00005
GRMZM2G111906_P01	PF00249
GRMZM2G111909_P01	PF02826
GRMZM2G111909_P01	PF05221
GRMZM2G111920_P01	PF05078
GRMZM2G111922_P01	PF02893
GRMZM2G111923_P02	PF15477
GRMZM2G111926_P01	PF03083
GRMZM2G111926_P02	PF03083
GRMZM2G111939_P01	PF08446
GRMZM2G111954_P01	PF00248
GRMZM2G111954_P02	PF00248
GRMZM2G111954_P03	PF00248
GRMZM2G111955_P01	PF13867
GRMZM2G111955_P02	PF13867
GRMZM2G111955_P03	PF13867
GRMZM2G111962_P01	PF06697
GRMZM2G111964_P01	PF04542
GRMZM2G111964_P01	PF00046
GRMZM2G111968_P01	PF01758
GRMZM2G111975_P01	PF00777
GRMZM2G111984_P01	PF13041
GRMZM2G111990_P01	PF00249
GRMZM2G111998_P01	PF14310
GRMZM2G111998_P01	PF00933
GRMZM2G111998_P01	PF01915
GRMZM2G112015_P01	PF05856
GRMZM2G112015_P02	PF05856
GRMZM2G112030_P01	PF00033
GRMZM2G112030_P01	PF00032
GRMZM2G112039_P01	PF00854
GRMZM2G112039_P02	PF00854
GRMZM2G112050_P01	PF00312
GRMZM2G112050_P01	PF08069
GRMZM2G112050_P02	PF08069
GRMZM2G112057_P01	PF13499
GRMZM2G112057_P01	PF07714
GRMZM2G112072_P01	PF02301
GRMZM2G112072_P01	PF14223
GRMZM2G112072_P02	PF02301
GRMZM2G112074_P01	PF14551
GRMZM2G112074_P01	PF00493
GRMZM2G112100_P01	PF02225
GRMZM2G112100_P01	PF05922
GRMZM2G112100_P01	PF00082
GRMZM2G112129_P01	PF16499
GRMZM2G112149_P01	PF08267
GRMZM2G112149_P01	PF01717
GRMZM2G112149_P02	PF08267
GRMZM2G112149_P02	PF01717
GRMZM2G112149_P03	PF08267
GRMZM2G112149_P03	PF01717
GRMZM2G112154_P01	PF00854
GRMZM2G112158_P01	PF00009
GRMZM2G112165_P01	PF02518
GRMZM2G112165_P01	PF00183
GRMZM2G112165_P02	PF00183
GRMZM2G112172_P01	PF01833
GRMZM2G112172_P01	PF12796
GRMZM2G112176_P01	PF13714
GRMZM2G112176_P02	PF13714
GRMZM2G112187_P01	PF12146
GRMZM2G112190_P01	PF00722
GRMZM2G112190_P01	PF06955
GRMZM2G112193_P01	PF00137
GRMZM2G112198_P01	PF06955
GRMZM2G112198_P01	PF00722
GRMZM2G112205_P01	PF00026
GRMZM2G112210_P01	PF03018
GRMZM2G112210_P02	PF03018
GRMZM2G112210_P03	PF03018
GRMZM2G112210_P04	PF03018
GRMZM2G112222_P01	PF01764
GRMZM2G112229_P01	PF00069
GRMZM2G112238_P01	PF03018
GRMZM2G112238_P01	PF01419
GRMZM2G112238_P02	PF03018
GRMZM2G112238_P02	PF01419
GRMZM2G112238_P03	PF03018
GRMZM2G112238_P03	PF01419
GRMZM2G112238_P04	PF03018
GRMZM2G112240_P01	PF16891
GRMZM2G112240_P01	PF00149
GRMZM2G112240_P02	PF16891
GRMZM2G112240_P02	PF00149
GRMZM2G112242_P01	PF05050
GRMZM2G112247_P01	PF13716
GRMZM2G112247_P02	PF13716
GRMZM2G112251_P01	PF13912
GRMZM2G112263_P01	PF00249
GRMZM2G112263_P02	PF00249
GRMZM2G112284_P01	PF13432
GRMZM2G112285_P01	PF00076
GRMZM2G112309_P01	PF08263
GRMZM2G112309_P01	PF00560
GRMZM2G112309_P01	PF00069
GRMZM2G112309_P01	PF13855
GRMZM2G112314_P01	PF00350
GRMZM2G112336_P01	PF13632
GRMZM2G112336_P01	PF14569
GRMZM2G112336_P02	PF13632
GRMZM2G112336_P02	PF14569
GRMZM2G112337_P01	PF00026
GRMZM2G112337_P02	PF00026
GRMZM2G112337_P03	PF03999
GRMZM2G112337_P04	PF03999
GRMZM2G112352_P01	PF01416
GRMZM2G112352_P02	PF01416
GRMZM2G112366_P01	PF06645
GRMZM2G112366_P02	PF06645
GRMZM2G112377_P01	PF07690
GRMZM2G112429_P01	PF12695
GRMZM2G112429_P02	PF12695
GRMZM2G112456_P01	PF03169
GRMZM2G112456_P02	PF03169
GRMZM2G112456_P03	PF03169
GRMZM2G112483_P01	PF00170
GRMZM2G112483_P02	PF00170
GRMZM2G112488_P01	PF00407
GRMZM2G112524_P02	PF00407
GRMZM2G112530_P01	PF03188
GRMZM2G112530_P01	PF03351
GRMZM2G112535_P01	PF08766
GRMZM2G112535_P01	PF02229
GRMZM2G112535_P02	PF08766
GRMZM2G112535_P02	PF02229
GRMZM2G112538_P01	PF00407
GRMZM2G112539_P02	PF03069
GRMZM2G112548_P01	PF02365
GRMZM2G112552_P02	PF12542
GRMZM2G112579_P01	PF12708
GRMZM2G112596_P01	PF01656
GRMZM2G112596_P02	PF01656
GRMZM2G112598_P01	PF03547
GRMZM2G112609_P01	PF04511
GRMZM2G112617_P01	PF13639
GRMZM2G112619_P01	PF06955
GRMZM2G112619_P01	PF00722
GRMZM2G112626_P01	PF00226
GRMZM2G112626_P02	PF00226
GRMZM2G112626_P03	PF00226
GRMZM2G112628_P01	PF08312
GRMZM2G112629_P01	PF00010
GRMZM2G112640_P01	PF02466
GRMZM2G112659_P01	PF00085
GRMZM2G112659_P01	PF13414
GRMZM2G112672_P01	PF13833
GRMZM2G112672_P01	PF13202
GRMZM2G112672_P02	PF13833
GRMZM2G112672_P02	PF13499
GRMZM2G112681_P01	PF02365
GRMZM2G112686_P01	PF00657
GRMZM2G112704_P01	PF00232
GRMZM2G112728_P01	PF00348
GRMZM2G112728_P02	PF00348
GRMZM2G112728_P03	PF00348
GRMZM2G112728_P04	PF00348
GRMZM2G112728_P05	PF00348
GRMZM2G112728_P06	PF00348
GRMZM2G112745_P01	PF00225
GRMZM2G112756_P01	PF14380
GRMZM2G112756_P01	PF13947
GRMZM2G112764_P01	PF00249
GRMZM2G112769_P01	PF00806
GRMZM2G112769_P01	PF07990
GRMZM2G112782_P01	PF09177
GRMZM2G112782_P02	PF09177
GRMZM2G112790_P01	PF04601
GRMZM2G112792_P01	PF04030
GRMZM2G112792_P01	PF01565
GRMZM2G112793_P01	PF00149
GRMZM2G112795_P01	PF08186
GRMZM2G112799_P01	PF13912
GRMZM2G112801_P01	PF15469
GRMZM2G112805_P01	PF01086
GRMZM2G112830_P01	PF02358
GRMZM2G112830_P02	PF02358
GRMZM2G112830_P03	PF02358
GRMZM2G112830_P04	PF02358
GRMZM2G112830_P05	PF02358
GRMZM2G112830_P06	PF02358
GRMZM2G112830_P07	PF02358
GRMZM2G112836_P01	PF06136
GRMZM2G112839_P01	PF14555
GRMZM2G112839_P01	PF00789
GRMZM2G112865_P01	PF01196
GRMZM2G112865_P02	PF01196
GRMZM2G112865_P03	PF01196
GRMZM2G112894_P01	PF13947
GRMZM2G112912_P01	PF00125
GRMZM2G112914_P01	PF14144
GRMZM2G112925_P01	PF00481
GRMZM2G112925_P02	PF00481
GRMZM2G112942_P01	PF08718
GRMZM2G112954_P01	PF00514
GRMZM2G112956_P01	PF00361
GRMZM2G112968_P01	PF02265
GRMZM2G112968_P02	PF02265
GRMZM2G112968_P03	PF02265
GRMZM2G112968_P04	PF02265
GRMZM2G112984_P01	PF04043
GRMZM2G112984_P01	PF01095
GRMZM2G112988_P01	PF08555
GRMZM2G112991_P01	PF03478
GRMZM2G113002_P01	PF12796
GRMZM2G113016_P01	PF00481
GRMZM2G113016_P02	PF00481
GRMZM2G113017_P02	PF01521
GRMZM2G113017_P03	PF01521
GRMZM2G113033_P01	PF12338
GRMZM2G113033_P01	PF00101
GRMZM2G113033_P02	PF00101
GRMZM2G113036_P01	PF13414
GRMZM2G113039_P01	PF00097
GRMZM2G113039_P02	PF00097
GRMZM2G113052_P01	PF04667
GRMZM2G113056_P01	PF00004
GRMZM2G113056_P01	PF02190
GRMZM2G113056_P01	PF05362
GRMZM2G113056_P02	PF00004
GRMZM2G113056_P02	PF02190
GRMZM2G113056_P02	PF05362
GRMZM2G113060_P01	PF00847
GRMZM2G113062_P01	PF15801
GRMZM2G113062_P01	PF00557
GRMZM2G113062_P02	PF15801
GRMZM2G113062_P02	PF00557
GRMZM2G113062_P03	PF15801
GRMZM2G113062_P03	PF00557
GRMZM2G113062_P04	PF15801
GRMZM2G113062_P04	PF00557
GRMZM2G113073_P01	PF00786
GRMZM2G113073_P01	PF00620
GRMZM2G113078_P01	PF00847
GRMZM2G113093_P01	PF01656
GRMZM2G113093_P01	PF02881
GRMZM2G113093_P01	PF02978
GRMZM2G113093_P02	PF02978
GRMZM2G113093_P02	PF00448
GRMZM2G113096_P01	PF01652
GRMZM2G113096_P02	PF01652
GRMZM2G113098_P01	PF00320
GRMZM2G113127_P01	PF00808
GRMZM2G113135_P01	PF02519
GRMZM2G113137_P01	PF13632
GRMZM2G113137_P01	PF14569
GRMZM2G113139_P01	PF02037
GRMZM2G113139_P01	PF16294
GRMZM2G113139_P02	PF16294
GRMZM2G113156_P01	PF00498
GRMZM2G113156_P03	PF00498
GRMZM2G113158_P01	PF08276
GRMZM2G113158_P01	PF00954
GRMZM2G113158_P01	PF01453
GRMZM2G113158_P01	PF00069
GRMZM2G113159_P01	PF04398
GRMZM2G113165_P01	PF00194
GRMZM2G113167_P01	PF02893
GRMZM2G113170_P01	PF08263
GRMZM2G113170_P01	PF13855
GRMZM2G113174_P01	PF05994
GRMZM2G113177_P01	PF12906
GRMZM2G113177_P01	PF12428
GRMZM2G113181_P01	PF02536
GRMZM2G113181_P02	PF02536
GRMZM2G113191_P01	PF00194
GRMZM2G113202_P01	PF00612
GRMZM2G113202_P01	PF00063
GRMZM2G113203_P01	PF00664
GRMZM2G113203_P01	PF00005
GRMZM2G113203_P02	PF00664
GRMZM2G113203_P02	PF00005
GRMZM2G113203_P03	PF00005
GRMZM2G113203_P03	PF00664
GRMZM2G113216_P01	PF00085
GRMZM2G113216_P01	PF04777
GRMZM2G113216_P02	PF00085
GRMZM2G113216_P02	PF04777
GRMZM2G113216_P03	PF00085
GRMZM2G113216_P03	PF04777
GRMZM2G113216_P04	PF04777
GRMZM2G113216_P05	PF04777
GRMZM2G113228_P01	PF00730
GRMZM2G113228_P02	PF00730
GRMZM2G113229_P01	PF03181
GRMZM2G113229_P03	PF03181
GRMZM2G113232_P01	PF01909
GRMZM2G113239_P01	PF00203
GRMZM2G113244_P01	PF12937
GRMZM2G113244_P01	PF13426
GRMZM2G113244_P01	PF13415
GRMZM2G113244_P01	PF13418
GRMZM2G113245_P01	PF03016
GRMZM2G113250_P01	PF14492
GRMZM2G113250_P01	PF03144
GRMZM2G113250_P01	PF00679
GRMZM2G113250_P01	PF03764
GRMZM2G113250_P01	PF00009
GRMZM2G113252_P01	PF04784
GRMZM2G113252_P02	PF04784
GRMZM2G113252_P04	PF04784
GRMZM2G113257_P02	PF00010
GRMZM2G113264_P01	PF03109
GRMZM2G113267_P01	PF00271
GRMZM2G113267_P01	PF00270
GRMZM2G113267_P02	PF00271
GRMZM2G113267_P02	PF00270
GRMZM2G113267_P03	PF00271
GRMZM2G113269_P01	PF14432
GRMZM2G113276_P01	PF00324
GRMZM2G113276_P01	PF03522
GRMZM2G113276_P02	PF00324
GRMZM2G113276_P02	PF03522
GRMZM2G113295_P01	PF13445
GRMZM2G113319_P01	PF00063
GRMZM2G113319_P02	PF02736
GRMZM2G113319_P02	PF00063
GRMZM2G113319_P03	PF02736
GRMZM2G113319_P03	PF00063
GRMZM2G113325_P01	PF00762
GRMZM2G113332_P01	PF00403
GRMZM2G113332_P02	PF00403
GRMZM2G113349_P01	PF01716
GRMZM2G113351_P01	PF07819
GRMZM2G113355_P01	PF07847
GRMZM2G113364_P01	PF01753
GRMZM2G113364_P01	PF04194
GRMZM2G113364_P02	PF01753
GRMZM2G113364_P02	PF04194
GRMZM2G113365_P01	PF00397
GRMZM2G113373_P01	PF00560
GRMZM2G113373_P01	PF07714
GRMZM2G113373_P02	PF00560
GRMZM2G113373_P02	PF07714
GRMZM2G113378_P01	PF00069
GRMZM2G113389_P01	PF13906
GRMZM2G113391_P01	PF07572
GRMZM2G113391_P04	PF07572
GRMZM2G113396_P01	PF00179
GRMZM2G113400_P01	PF00112
GRMZM2G113400_P01	PF08246
GRMZM2G113400_P01	PF10237
GRMZM2G113408_P01	PF11421
GRMZM2G113408_P01	PF02874
GRMZM2G113408_P01	PF00306
GRMZM2G113408_P01	PF00006
GRMZM2G113408_P02	PF11421
GRMZM2G113408_P02	PF02874
GRMZM2G113408_P02	PF00006
GRMZM2G113408_P03	PF11421
GRMZM2G113408_P03	PF02874
GRMZM2G113409_P01	PF00571
GRMZM2G113409_P01	PF00654
GRMZM2G113414_P01	PF01253
GRMZM2G113414_P02	PF01253
GRMZM2G113418_P01	PF05768
GRMZM2G113420_P01	PF07983
GRMZM2G113420_P01	PF00332
GRMZM2G113420_P02	PF07983
GRMZM2G113420_P02	PF00332
GRMZM2G113421_P01	PF13947
GRMZM2G113421_P01	PF00069
GRMZM2G113423_P01	PF07839
GRMZM2G113432_P01	PF03552
GRMZM2G113439_P01	PF11961
GRMZM2G113439_P01	PF05003
GRMZM2G113439_P02	PF11961
GRMZM2G113439_P02	PF05003
GRMZM2G113445_P01	PF00562
GRMZM2G113453_P01	PF07887
GRMZM2G113470_P01	PF00230
GRMZM2G113473_P01	PF09811
GRMZM2G113476_P02	PF01040
GRMZM2G113476_P03	PF01040
GRMZM2G113476_P04	PF01040
GRMZM2G113486_P01	PF03763
GRMZM2G113495_P01	PF03364
GRMZM2G113495_P02	PF03364
GRMZM2G113506_P01	PF01501
GRMZM2G113506_P02	PF01501
GRMZM2G113512_P01	PF00069
GRMZM2G113512_P02	PF00069
GRMZM2G113512_P03	PF00069
GRMZM2G113512_P04	PF00069
GRMZM2G113512_P05	PF00069
GRMZM2G113513_P01	PF00076
GRMZM2G113552_P01	PF13191
GRMZM2G113554_P01	PF05701
GRMZM2G113579_P01	PF00091
GRMZM2G113579_P02	PF00091
GRMZM2G113592_P01	PF00076
GRMZM2G113592_P01	PF12220
GRMZM2G113592_P02	PF00076
GRMZM2G113592_P02	PF12220
GRMZM2G113592_P03	PF00076
GRMZM2G113592_P03	PF12220
GRMZM2G113607_P01	PF00704
GRMZM2G113613_P01	PF12763
GRMZM2G113613_P01	PF00350
GRMZM2G113613_P01	PF16880
GRMZM2G113618_P01	PF00067
GRMZM2G113619_P01	PF12906
GRMZM2G113619_P01	PF12428
GRMZM2G113619_P02	PF12906
GRMZM2G113619_P02	PF12428
GRMZM2G113619_P03	PF12906
GRMZM2G113619_P03	PF12428
GRMZM2G113619_P04	PF12906
GRMZM2G113619_P04	PF12428
GRMZM2G113624_P01	PF14291
GRMZM2G113629_P01	PF13848
GRMZM2G113631_P01	PF04601
GRMZM2G113640_P01	PF05175
GRMZM2G113640_P02	PF05175
GRMZM2G113640_P03	PF05175
GRMZM2G113640_P04	PF05175
GRMZM2G113640_P05	PF06325
GRMZM2G113640_P06	PF06325
GRMZM2G113652_P01	PF00225
GRMZM2G113652_P02	PF00225
GRMZM2G113652_P03	PF00225
GRMZM2G113653_P01	PF00201
GRMZM2G113655_P01	PF03360
GRMZM2G113655_P02	PF03360
GRMZM2G113668_P01	PF03629
GRMZM2G113682_P01	PF06219
GRMZM2G113696_P01	PF01287
GRMZM2G113718_P01	PF00079
GRMZM2G113720_P01	PF01775
GRMZM2G113720_P02	PF01775
GRMZM2G113726_P01	PF00400
GRMZM2G113726_P02	PF00400
GRMZM2G113726_P03	PF00400
GRMZM2G113742_P01	PF00249
GRMZM2G113742_P01	PF14379
GRMZM2G113742_P02	PF14379
GRMZM2G113750_P01	PF03283
GRMZM2G113750_P02	PF03283
GRMZM2G113761_P01	PF06955
GRMZM2G113761_P01	PF00722
GRMZM2G113761_P02	PF06955
GRMZM2G113761_P02	PF00722
GRMZM2G113761_P03	PF00722
GRMZM2G113771_P01	PF07714
GRMZM2G113779_P01	PF03110
GRMZM2G113781_P01	PF01476
GRMZM2G113790_P01	PF10513
GRMZM2G113794_P01	PF00201
GRMZM2G113800_P01	PF16913
GRMZM2G113815_P01	PF00295
GRMZM2G113818_P01	PF16913
GRMZM2G113821_P01	PF00443
GRMZM2G113840_P01	PF03765
GRMZM2G113840_P01	PF00650
GRMZM2G113840_P02	PF03765
GRMZM2G113840_P02	PF00650
GRMZM2G113844_P01	PF13738
GRMZM2G113860_P01	PF13912
GRMZM2G113863_P01	PF00403
GRMZM2G113866_P01	PF12697
GRMZM2G113873_P01	PF01053
GRMZM2G113873_P02	PF01053
GRMZM2G113873_P03	PF01053
GRMZM2G113888_P01	PF03634
GRMZM2G113899_P01	PF02990
GRMZM2G113902_P01	PF07714
GRMZM2G113911_P02	PF00571
GRMZM2G113911_P02	PF00654
GRMZM2G113928_P01	PF04567
GRMZM2G113928_P01	PF04566
GRMZM2G113928_P01	PF04565
GRMZM2G113928_P01	PF04561
GRMZM2G113928_P01	PF04563
GRMZM2G113928_P02	PF04563
GRMZM2G113950_P01	PF02365
GRMZM2G113959_P01	PF00464
GRMZM2G113967_P01	PF14531
GRMZM2G113967_P01	PF03822
GRMZM2G113995_P01	PF08477
GRMZM2G113995_P02	PF08477
GRMZM2G113995_P03	PF08477
GRMZM2G113995_P04	PF08477
GRMZM2G114001_P01	PF03348
GRMZM2G114001_P02	PF03348
GRMZM2G114033_P01	PF01105
GRMZM2G114036_P01	PF01734
GRMZM2G114037_P01	PF00069
GRMZM2G114044_P01	PF12680
GRMZM2G114048_P01	PF00571
GRMZM2G114055_P01	PF00651
GRMZM2G114055_P01	PF03000
GRMZM2G114055_P02	PF00651
GRMZM2G114055_P02	PF03000
GRMZM2G114057_P01	PF00582
GRMZM2G114064_P01	PF13087
GRMZM2G114093_P01	PF07714
GRMZM2G114098_P01	PF13532
GRMZM2G114107_P01	PF05383
GRMZM2G114107_P02	PF05383
GRMZM2G114126_P01	PF01237
GRMZM2G114126_P02	PF01237
GRMZM2G114131_P01	PF01026
GRMZM2G114131_P02	PF01026
GRMZM2G114131_P03	PF01026
GRMZM2G114131_P04	PF01026
GRMZM2G114137_P01	PF00643
GRMZM2G114137_P01	PF06203
GRMZM2G114140_P01	PF07983
GRMZM2G114140_P01	PF00332
GRMZM2G114140_P03	PF00332
GRMZM2G114149_P01	PF00153
GRMZM2G114153_P01	PF02893
GRMZM2G114162_P01	PF00613
GRMZM2G114162_P01	PF00454
GRMZM2G114172_P01	PF00240
GRMZM2G114172_P01	PF03031
GRMZM2G114172_P02	PF00240
GRMZM2G114172_P02	PF03031
GRMZM2G114172_P03	PF00240
GRMZM2G114172_P03	PF03031
GRMZM2G114184_P01	PF00583
GRMZM2G114186_P01	PF16594
GRMZM2G114190_P01	PF04484
GRMZM2G114190_P02	PF04484
GRMZM2G114192_P01	PF00786
GRMZM2G114192_P01	PF00620
GRMZM2G114192_P02	PF00786
GRMZM2G114220_P01	PF03152
GRMZM2G114220_P02	PF03152
GRMZM2G114234_P01	PF04777
GRMZM2G114234_P02	PF04777
GRMZM2G114241_P01	PF14432
GRMZM2G114241_P01	PF13041
GRMZM2G114241_P01	PF01535
GRMZM2G114255_P01	PF13857
GRMZM2G114255_P01	PF11834
GRMZM2G114255_P01	PF13637
GRMZM2G114276_P01	PF08263
GRMZM2G114276_P01	PF07714
GRMZM2G114276_P01	PF00560
GRMZM2G114276_P01	PF13855
GRMZM2G114312_P01	PF02291
GRMZM2G114322_P01	PF01357
GRMZM2G114322_P02	PF01357
GRMZM2G114325_P01	PF00076
GRMZM2G114325_P02	PF00076
GRMZM2G114325_P03	PF00076
GRMZM2G114325_P04	PF00076
GRMZM2G114332_P01	PF01602
GRMZM2G114332_P01	PF00995
GRMZM2G114337_P01	PF02485
GRMZM2G114354_P01	PF00581
GRMZM2G114354_P01	PF00168
GRMZM2G114354_P01	PF00387
GRMZM2G114354_P01	PF00388
GRMZM2G114354_P02	PF00387
GRMZM2G114354_P02	PF00388
GRMZM2G114354_P03	PF00168
GRMZM2G114354_P03	PF00387
GRMZM2G114354_P03	PF00388
GRMZM2G114354_P04	PF00387
GRMZM2G114354_P04	PF00388
GRMZM2G114354_P05	PF00388
GRMZM2G114356_P01	PF01190
GRMZM2G114371_P01	PF10539
GRMZM2G114371_P02	PF10539
GRMZM2G114371_P03	PF10539
GRMZM2G114380_P01	PF15370
GRMZM2G114394_P01	PF02225
GRMZM2G114394_P01	PF06280
GRMZM2G114394_P01	PF05922
GRMZM2G114394_P01	PF00082
GRMZM2G114394_P02	PF02225
GRMZM2G114394_P02	PF06280
GRMZM2G114394_P02	PF00082
GRMZM2G114399_P04	PF01789
GRMZM2G114427_P01	PF01565
GRMZM2G114427_P01	PF09265
GRMZM2G114444_P02	PF00010
GRMZM2G114459_P01	PF09497
GRMZM2G114461_P01	PF04434
GRMZM2G114461_P01	PF00320
GRMZM2G114461_P01	PF10551
GRMZM2G114461_P01	PF03101
GRMZM2G114461_P02	PF04434
GRMZM2G114461_P02	PF00320
GRMZM2G114461_P02	PF10551
GRMZM2G114461_P02	PF03101
GRMZM2G114468_P01	PF12894
GRMZM2G114468_P02	PF12894
GRMZM2G114469_P01	PF01062
GRMZM2G114469_P02	PF01062
GRMZM2G114469_P03	PF01062
GRMZM2G114471_P01	PF08545
GRMZM2G114478_P01	PF00069
GRMZM2G114484_P01	PF05694
GRMZM2G114486_P01	PF03004
GRMZM2G114486_P01	PF03017
GRMZM2G114513_P01	PF07651
GRMZM2G114513_P02	PF07651
GRMZM2G114513_P03	PF01417
GRMZM2G114523_P01	PF01490
GRMZM2G114538_P01	PF00168
GRMZM2G114550_P01	PF00300
GRMZM2G114552_P05	PF00228
GRMZM2G114557_P01	PF00717
GRMZM2G114557_P02	PF00717
GRMZM2G114557_P03	PF10502
GRMZM2G114570_P01	PF03141
GRMZM2G114570_P02	PF03141
GRMZM2G114570_P03	PF03141
GRMZM2G114570_P04	PF03141
GRMZM2G114572_P01	PF12854
GRMZM2G114572_P01	PF14432
GRMZM2G114572_P01	PF13812
GRMZM2G114572_P01	PF13041
GRMZM2G114572_P01	PF01535
GRMZM2G114575_P01	PF03822
GRMZM2G114575_P01	PF00069
GRMZM2G114575_P02	PF14531
GRMZM2G114575_P02	PF03822
GRMZM2G114575_P03	PF03822
GRMZM2G114575_P03	PF07714
GRMZM2G114575_P04	PF03822
GRMZM2G114575_P04	PF07714
GRMZM2G114575_P05	PF03822
GRMZM2G114575_P05	PF00069
GRMZM2G114575_P06	PF14531
GRMZM2G114575_P06	PF03822
GRMZM2G114575_P07	PF02149
